S1PR1	UniProtKB:P21453	Sphingosine 1-phosphate receptor 1
IL3RA	UniProtKB:P26951	Interleukin-3 receptor subunit alpha
CLEC2B	UniProtKB:Q92478	C-type lectin domain family 2 member B
CLEC10A	UniProtKB:Q8IUN9	C-type lectin domain family 10 member A
CD244	UniProtKB:Q9BZW8	Natural killer cell receptor 2B4
CD244	UniProtKB:Q9BZW8	Natural killer cell receptor 2B4
RTN4R	UniProtKB:Q9BZR6	Reticulon-4 receptor
RTN4R	UniProtKB:Q9BZR6	Reticulon-4 receptor
ITGA3	UniProtKB:P26006	Integrin alpha-3
ULBP1	UniProtKB:Q9BZM6	UL16-binding protein 1
ULBP2	UniProtKB:Q9BZM5	UL16-binding protein 2
ULBP3	UniProtKB:Q9BZM4	UL16-binding protein 3
CSF3R	UniProtKB:Q99062	Granulocyte colony-stimulating factor receptor
BMPR1A	UniProtKB:P36894	Bone morphogenetic protein receptor type-1A
TNFRSF14	UniProtKB:Q92956	Tumor necrosis factor receptor superfamily member 14
MAP3K5	UniProtKB:Q99683	Mitogen-activated protein kinase kinase kinase 5
OSMR	UniProtKB:Q99650	Oncostatin-M-specific receptor subunit beta
TRGV9	UniProtKB:Q99603	T cell receptor gamma variable 9
MS4A1	UniProtKB:P11836	B-lymphocyte antigen CD20
CD3G	UniProtKB:P09693	T-cell surface glycoprotein CD3 gamma chain
COLEC11	UniProtKB:Q9BWP8	Collectin-11
PDGFRA	UniProtKB:P16234	Platelet-derived growth factor receptor alpha
TLR4	UniProtKB:O00206	Toll-like receptor 4
NRCAM	UniProtKB:Q92823	Neuronal cell adhesion molecule
INSR	UniProtKB:P06213	Insulin receptor
BTN3A1	UniProtKB:O00481	Butyrophilin subfamily 3 member A1
BTN3A3	UniProtKB:O00478	Butyrophilin subfamily 3 member A3
GFRA2	UniProtKB:O00451	GDNF family receptor alpha-2
CTLA4	UniProtKB:P16410	Cytotoxic T-lymphocyte protein 4
CTLA4	UniProtKB:P16410	Cytotoxic T-lymphocyte protein 4
FCN2	UniProtKB:Q15485	Ficolin-2
CD1A	UniProtKB:P06126	T-cell surface glycoprotein CD1a
FCGR1BP	UniProtKB:Q92637	Putative high affinity immunoglobulin gamma Fc receptor IB
CD200R1	UniProtKB:Q8TD46	Cell surface glycoprotein CD200 receptor 1
ADGRA3	UniProtKB:Q8IWK6	Adhesion G protein-coupled receptor A3
RAET1E	UniProtKB:Q8TD07	Retinoic acid early transcript 1E
TRGC1	UniProtKB:P0CF51	T cell receptor gamma constant 1
ENOX1	UniProtKB:Q8TC92	Ecto-NOX disulfide-thiol exchanger 1
PDCD1LG2	UniProtKB:Q9BQ51	Programmed cell death 1 ligand 2
CA4	UniProtKB:P22748	Carbonic anhydrase 4
IL12B	UniProtKB:P29460	Interleukin-12 subunit beta
CSF2RB	UniProtKB:P32927	Cytokine receptor common subunit beta
CLEC17A	UniProtKB:Q6ZS10	C-type lectin domain family 17, member A
ITGA1	UniProtKB:P56199	Integrin alpha-1
GFRA1	UniProtKB:P56159	GDNF family receptor alpha-1
LY6G5C	UniProtKB:Q5SRR4	Lymphocyte antigen 6 complex locus protein G5c
LY6G5C	UniProtKB:Q5SRR4	Lymphocyte antigen 6 complex locus protein G5c
SLC7A5	UniProtKB:Q01650	Large neutral amino acids transporter small subunit 1
IL1RL1	UniProtKB:Q01638	Interleukin-1 receptor-like 1
ACE	UniProtKB:P12821	Angiotensin-converting enzyme
CLEC4D	UniProtKB:Q8WXI8	C-type lectin domain family 4 member D
MUC16	UniProtKB:Q8WXI7	Mucin-16
CCR5	UniProtKB:P51681	C-C chemokine receptor type 5
CCR5	UniProtKB:P51681	C-C chemokine receptor type 5
CCR5	UniProtKB:P51681	C-C chemokine receptor type 5
CCR5	UniProtKB:P51681	C-C chemokine receptor type 5
CCR5	UniProtKB:P51681	C-C chemokine receptor type 5
CCR6	UniProtKB:P51684	C-C chemokine receptor type 6
CD36	UniProtKB:P16671	Platelet glycoprotein 4
FCN1	UniProtKB:O00602	Ficolin-1
MS4A2	UniProtKB:Q01362	High affinity immunoglobulin epsilon receptor subunit beta
IL5RA	UniProtKB:Q01344	Interleukin-5 receptor subunit alpha
EPOR	UniProtKB:P19235	Erythropoietin receptor
CD34	UniProtKB:P28906	Hematopoietic progenitor cell antigen CD34
CD34	UniProtKB:P28906	Hematopoietic progenitor cell antigen CD34
CD34	UniProtKB:P28906	Hematopoietic progenitor cell antigen CD34
CD34	UniProtKB:P28906	Hematopoietic progenitor cell antigen CD34
CDH13	UniProtKB:P55290	Cadherin-13
GP2	UniProtKB:P55259	Pancreatic secretory granule membrane major glycoprotein GP2
MILR1	UniProtKB:Q7Z6M3	Allergin-1
CD79A	UniProtKB:P11912	B-cell antigen receptor complex-associated protein alpha chain
CD79A	UniProtKB:P11912	B-cell antigen receptor complex-associated protein alpha chain
KLRC3	UniProtKB:Q07444	NKG2-E type II integral membrane protein
abeta-42_human	ComplexPortal:CPX-1070	Amyloid-beta protein 42 complex
abeta-42_human	ComplexPortal:CPX-1070	Amyloid-beta protein 42 complex
LCT	UniProtKB:P09848	Lactase/phlorizin hydrolase
BTNL9	UniProtKB:Q6UXG8	Butyrophilin-like protein 9
BTNL3	UniProtKB:Q6UXE8	Butyrophilin-like protein 3
